36899, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 546, 496, 486, 473, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
36919, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
36939, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 545, 496, 486, 473, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
36959, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
36979, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 484, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
36999, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 545, 495, 485, 473, 196, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37019, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37039, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 546, 496, 486, 473, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37059, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 545, 495, 485, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37079, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37099, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 496, 487, 474, 196, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37120, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37139, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 546, 497, 486, 474, 196, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37159, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 485, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37179, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37199, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 495, 485, 473, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37219, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37239, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 546, 497, 486, 473, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37259, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 484, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37279, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 494, 483, 471, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37299, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 545, 496, 486, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37319, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37339, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 546, 496, 486, 473, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37359, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37379, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	690, 544, 495, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37399, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37419, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37439, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 545, 496, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37459, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37479, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	690, 543, 494, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37499, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 494, 484, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37519, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	690, 543, 494, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37539, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 495, 485, 472, 196, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37559, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 496, 485, 472, 196, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37579, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 483, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37599, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 494, 483, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37619, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37639, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 546, 496, 484, 473, 196, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37659, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 494, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37679, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 483, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37699, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37719, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 495, 483, 471, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37739, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 496, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37760, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 544, 496, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37779, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 484, 471, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37799, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 484, 470, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37819, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 485, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37839, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 545, 496, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37859, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37879, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 493, 483, 471, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37899, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 494, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37919, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 494, 484, 470, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37939, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 496, 486, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37959, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 496, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37979, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 494, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
37999, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 484, 471, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38019, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	690, 543, 494, 483, 470, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38039, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 496, 486, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38059, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 496, 486, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38079, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 484, 470, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38099, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	690, 543, 494, 484, 471, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38119, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 483, 471, 194, 	6.562, -79.500, -89.062, 158.250, 88.250, 178.750, 	0
38139, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 495, 485, 472, 195, 	6.562, -79.500, -89.062, 158.250, 88.250, 178.750, 	0
38159, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 496, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38179, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	690, 543, 493, 483, 470, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38199, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 545, 495, 484, 471, 194, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38219, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	692, 544, 495, 484, 471, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38239, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 546, 496, 485, 472, 195, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38259, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	694, 546, 496, 486, 472, 196, 	6.562, -79.500, -89.125, 158.250, 88.250, 178.750, 	0
38279, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 484, 471, 195, 	6.625, -79.500, -89.062, 158.188, 88.250, 178.750, 	0
38299, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 544, 495, 484, 471, 194, 	6.500, -79.500, -89.000, 158.062, 88.250, 178.750, 	0
38319, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 495, 484, 471, 195, 	6.375, -79.500, -89.000, 158.062, 88.250, 178.750, 	0
38339, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	693, 545, 495, 485, 472, 195, 	6.438, -79.500, -88.938, 158.062, 88.250, 178.750, 	0
38359, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	695, 546, 497, 486, 473, 195, 	6.375, -79.500, -88.938, 158.000, 88.250, 178.750, 	0
38379, 0, 0, 	0, 0, 0, 0, 0, 0, 	0, 0, 0, 0, 0, 0, 	691, 543, 494, 483, 471, 194, 	6.312, -79.500, -88.938, 158.000, 88.250, 178.750, 	0
